tailnum,manufacturer,issue_date,model,status,aircraft_type,engine_type
N14925,EMBRAER,1997-11-29,EMB-145EP,1,Fixed Wing Multi-Engine,Turbo-Jet
N14930,EMBRAER,1997-12-03,EMB-145EP,1,Fixed Wing Multi-Engine,Turbo-Jet
N14933,EMBRAER,1997-10-20,EMB-145EP,1,Fixed Wing Multi-Engine,Turbo-Jet
N14937,EMBRAER,1998-02-23,EMB-145EP,1,Fixed Wing Multi-Engine,Turbo-Jet
N14938,EMBRAER,1998-02-23,EMB-145EP,1,Fixed Wing Multi-Engine,Turbo-Jet
N14939,EMBRAER,1998-02-23,EMB-145EP,1,Fixed Wing Multi-Engine,Turbo-Jet
N14940,EMBRAER,1998-02-23,EMB-145EP,1,Fixed Wing Multi-Engine,Turbo-Jet
N14942,EMBRAER,1998-07-22,EMB-145EP,1,Fixed Wing Multi-Engine,Turbo-Jet
N14943,EMBRAER,1998-07-22,EMB-145EP,1,Fixed Wing Multi-Engine,Turbo-Jet
N14945,EMBRAER,1998-07-22,EMB-145EP,1,Fixed Wing Multi-Engine,Turbo-Jet
N14947,EMBRAER,1998-07-22,EMB-145EP,1,Fixed Wing Multi-Engine,Turbo-Jet
N14950,EMBRAER,1999-06-17,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N14952,EMBRAER,1999-01-04,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N14953,EMBRAER,1998-12-31,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N14959,EMBRAER,1999-01-04,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N14960,EMBRAER,1998-12-31,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N14972,EMBRAER,1999-09-17,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N14974,EMBRAER,1999-09-17,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N14977,EMBRAER,2000-10-20,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N14991,EMBRAER,2000-10-20,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N14993,EMBRAER,2000-10-20,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N14998,EMBRAER,2000-10-30,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N149AT,BOEING,2004-07-16,737-76N,1,Fixed Wing Multi-Engine,Turbo-Fan
N1501P,BOEING,1997-04-22,767-3P6,1,Fixed Wing Multi-Engine,Turbo-Fan
N152DL,BOEING,1997-02-26,767-3P6,1,Fixed Wing Multi-Engine,Turbo-Fan
N153DL,BOEING,1997-02-14,767-3P6,1,Fixed Wing Multi-Engine,Turbo-Fan
N154AW,BOEING,1999-08-25,737-3G7,1,Fixed Wing Multi-Engine,Turbo-Jet
N154DL,BOEING,1997-05-01,767-3P6,1,Fixed Wing Multi-Engine,Turbo-Fan
N154SF,CANADAIR,2003-01-13,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Jet
N15509,EMBRAER,2000-10-31,EMB-135ER,1,Fixed Wing Multi-Engine,Turbo-Jet
N15527,EMBRAER,2001-04-05,EMB-135LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N15555,EMBRAER,2002-06-07,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N15572,EMBRAER,2002-10-02,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N15574,EMBRAER,2002-10-02,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N155AW,BOEING,1999-08-25,737-3G7,1,Fixed Wing Multi-Engine,Turbo-Jet
N155DL,BOEING,1997-06-13,767-3P6,1,Fixed Wing Multi-Engine,Turbo-Fan
N15659,BOEING,2008-02-04,737-524,1,Fixed Wing Multi-Engine,Turbo-Fan
N156AW,BOEING,1999-08-25,737-3G7,1,Fixed Wing Multi-Engine,Turbo-Jet
N156DL,BOEING,1997-07-22,767-3P6,1,Fixed Wing Multi-Engine,Turbo-Fan
N15710,BOEING,1998-09-01,737-724,1,Fixed Wing Multi-Engine,Turbo-Jet
N15712,BOEING,1998-09-25,737-724,1,Fixed Wing Multi-Engine,Turbo-Jet
N157AW,BOEING,1999-08-25,737-3G7,1,Fixed Wing Multi-Engine,Turbo-Jet
N158AW,BOEING,1999-08-25,737-3G7,1,Fixed Wing Multi-Engine,Turbo-Jet
N15910,EMBRAER,2001-06-20,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N15912,EMBRAER,2001-05-24,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N15926,EMBRAER,1997-11-29,EMB-145EP,1,Fixed Wing Multi-Engine,Turbo-Jet
N15932,EMBRAER,1997-12-03,EMB-145EP,1,Fixed Wing Multi-Engine,Turbo-Jet
N15941,EMBRAER,1998-02-25,EMB-145EP,1,Fixed Wing Multi-Engine,Turbo-Jet
N15948,EMBRAER,1998-07-22,EMB-145EP,1,Fixed Wing Multi-Engine,Turbo-Jet
N15973,EMBRAER,1999-09-17,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N15980,EMBRAER,2000-10-20,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N15983,EMBRAER,2000-10-20,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N15985,EMBRAER,2000-10-30,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N15986,EMBRAER,2000-10-20,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N1602,BOEING,1999-01-25,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N1603,BOEING,1999-02-08,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N1604R,BOEING,1999-04-29,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N1605,BOEING,1999-08-16,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N16065,BOEING,1999-06-14,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N1607B,BOEING,2000-04-24,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N1608,BOEING,2000-04-24,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N1609,BOEING,2000-04-26,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N160AW,BOEING,2006-02-28,737-3G7,1,Fixed Wing Multi-Engine,Turbo-Jet
N1610D,BOEING,2000-04-27,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N16112,EMBRAER,2003-06-25,EMB-145XR,1,Fixed Wing Multi-Engine,Turbo-Fan
N1611B,BOEING,2000-05-16,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N1612T,BOEING,2001-06-01,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N1613B,BOEING,2001-08-13,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N16147,EMBRAER,2003-09-10,EMB-145XR,1,Fixed Wing Multi-Engine,Turbo-Fan
N16149,EMBRAER,2003-10-10,EMB-145XR,1,Fixed Wing Multi-Engine,Turbo-Fan
N16151,EMBRAER,2003-11-12,EMB-145XR,1,Fixed Wing Multi-Engine,Turbo-Fan
N16170,EMBRAER,2004-09-23,EMB-145XR,1,Fixed Wing Multi-Engine,Turbo-Fan
N16178,EMBRAER,2005-02-16,EMB-145XR,1,Fixed Wing Multi-Engine,Turbo-Fan
N16183,EMBRAER,2005-05-18,EMB-145XR,1,Fixed Wing Multi-Engine,Turbo-Fan
N161UW,AIRBUS INDUSTRIE,2001-01-18,A321-211,1,Fixed Wing Multi-Engine,Turbo-Jet
N16217,BOEING,1998-08-03,737-824,1,Fixed Wing Multi-Engine,Turbo-Fan
N16234,BOEING,1999-08-06,737-824,1,Fixed Wing Multi-Engine,Turbo-Fan
N162UW,AIRBUS INDUSTRIE,2001-02-15,A321-211,1,Fixed Wing Multi-Engine,Turbo-Jet
N16301,BOEING,2006-04-07,737-3TO,1,Fixed Wing Multi-Engine,Turbo-Jet
N16310,BOEING,1985-09-26,737-3TO,1,Fixed Wing Multi-Engine,Turbo-Jet
N16339,BOEING,2001-03-28,737-3TO,1,Fixed Wing Multi-Engine,Turbo-Jet
N163US,AIRBUS INDUSTRIE,2001-03-01,A321-211,1,Fixed Wing Multi-Engine,Turbo-Jet
N164AW,BOEING,2006-07-06,737-33A,1,Fixed Wing Multi-Engine,Turbo-Fan
N16501,EMBRAER,2000-11-01,EMB-135ER,1,Fixed Wing Multi-Engine,Turbo-Jet
N16502,EMBRAER,2000-11-01,EMB-135ER,1,Fixed Wing Multi-Engine,Turbo-Jet
N16510,EMBRAER,2000-11-01,EMB-135ER,1,Fixed Wing Multi-Engine,Turbo-Jet
N16511,EMBRAER,2000-10-31,EMB-135ER,1,Fixed Wing Multi-Engine,Turbo-Jet
N16520,EMBRAER,2001-01-18,EMB-135LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N16525,EMBRAER,2001-03-21,EMB-135LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N16541,EMBRAER,2002-05-30,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N16546,EMBRAER,2002-05-30,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N16559,EMBRAER,2002-06-12,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N16561,EMBRAER,2002-06-27,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N16571,EMBRAER,2002-10-02,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N165US,AIRBUS INDUSTRIE,2001-02-21,A321-211,1,Fixed Wing Multi-Engine,Turbo-Jet
N16607,BOEING,1994-04-07,737-524,1,Fixed Wing Multi-Engine,Turbo-Fan
N16618,BOEING,1994-09-27,737-524,1,Fixed Wing Multi-Engine,Turbo-Fan
N16632,BOEING,1995-07-12,737-524,1,Fixed Wing Multi-Engine,Turbo-Fan
N16642,BOEING,1997-09-18,737-524,1,Fixed Wing Multi-Engine,Turbo-Fan
N16646,BOEING,1997-12-02,737-524,1,Fixed Wing Multi-Engine,Turbo-Fan
N16647,BOEING,1997-11-25,737-524,1,Fixed Wing Multi-Engine,Turbo-Fan
N16648,BOEING,1997-12-05,737-524,1,Fixed Wing Multi-Engine,Turbo-Fan
N16649,BOEING,1997-12-22,737-524,1,Fixed Wing Multi-Engine,Turbo-Fan
N16650,BOEING,1997-12-24,737-524,1,Fixed Wing Multi-Engine,Turbo-Fan
N166AT,BOEING,2004-09-15,737-7BD,1,Fixed Wing Multi-Engine,Turbo-Fan
N166AW,BOEING,2006-07-06,737-33A,1,Fixed Wing Multi-Engine,Turbo-Fan
N16701,BOEING,1998-03-30,737-724,1,Fixed Wing Multi-Engine,Turbo-Jet
N16703,BOEING,1998-04-08,737-724,1,Fixed Wing Multi-Engine,Turbo-Jet
N16709,BOEING,1998-09-01,737-724,1,Fixed Wing Multi-Engine,Turbo-Jet
N16713,BOEING,1998-09-25,737-724,1,Fixed Wing Multi-Engine,Turbo-Jet
N16732,BOEING,1999-08-25,737-724,1,Fixed Wing Multi-Engine,Turbo-Jet
N167AT,BOEING,2004-10-12,737-7BD,1,Fixed Wing Multi-Engine,Turbo-Fan
N167US,AIRBUS INDUSTRIE,2001-03-26,A321-211,1,Fixed Wing Multi-Engine,Turbo-Jet
N168AT,BOEING,2004-09-29,737-76N,1,Fixed Wing Multi-Engine,Turbo-Fan
N168AW,BOEING,2006-07-06,737-33A,1,Fixed Wing Multi-Engine,Turbo-Fan
N16911,EMBRAER,2001-06-12,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N16918,EMBRAER,2001-03-07,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N16919,EMBRAER,2001-02-22,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N16927,EMBRAER,1997-11-29,EMB-145EP,1,Fixed Wing Multi-Engine,Turbo-Jet
N16944,EMBRAER,1998-07-22,EMB-145EP,1,Fixed Wing Multi-Engine,Turbo-Jet
N16951,EMBRAER,1999-01-04,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N16954,EMBRAER,1999-01-04,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N16961,EMBRAER,1999-06-17,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N16963,EMBRAER,1999-06-17,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N16976,EMBRAER,2000-10-20,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N16981,EMBRAER,2000-10-20,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N16987,EMBRAER,2000-10-20,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N16999,EMBRAER,2000-10-30,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N169AT,BOEING,2004-11-16,737-76N,1,Fixed Wing Multi-Engine,Turbo-Fan
N169DZ,BOEING,1998-06-19,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N169UW,AIRBUS INDUSTRIE,2001-03-22,A321-211,1,Fixed Wing Multi-Engine,Turbo-Jet
N170US,AIRBUS INDUSTRIE,2001-05-21,A321-211,1,Fixed Wing Multi-Engine,Turbo-Jet
N17104,BOEING,1994-08-01,757-224,1,Fixed Wing Multi-Engine,Turbo-Jet
N17105,BOEING,1994-08-19,757-224,1,Fixed Wing Multi-Engine,Turbo-Jet
N17108,EMBRAER,2003-06-25,EMB-145XR,1,Fixed Wing Multi-Engine,Turbo-Fan
N17115,EMBRAER,2003-06-26,EMB-145XR,1,Fixed Wing Multi-Engine,Turbo-Fan
N17122,BOEING,1997-08-14,757-224,1,Fixed Wing Multi-Engine,Turbo-Jet
N17126,BOEING,1998-02-20,757-224,1,Fixed Wing Multi-Engine,Turbo-Jet
N17128,BOEING,1998-03-20,757-224,1,Fixed Wing Multi-Engine,Turbo-Jet
N17133,BOEING,1998-12-23,757-224,1,Fixed Wing Multi-Engine,Turbo-Jet
N17138,EMBRAER,2003-05-28,EMB-145XR,1,Fixed Wing Multi-Engine,Turbo-Fan
N17139,BOEING,2000-02-07,757-224,1,Fixed Wing Multi-Engine,Turbo-Jet
N17146,EMBRAER,2003-08-25,EMB-145XR,1,Fixed Wing Multi-Engine,Turbo-Fan
N17156,CANADAIR,1997-08-20,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Jet
N17159,EMBRAER,2004-03-17,EMB-145XR,1,Fixed Wing Multi-Engine,Turbo-Fan
N17169,EMBRAER,2004-09-01,EMB-145XR,1,Fixed Wing Multi-Engine,Turbo-Fan
N17175,CANADAIR,1998-01-07,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Jet
N17185,EMBRAER,2005-06-15,EMB-145XR,1,Fixed Wing Multi-Engine,Turbo-Fan
N17196,EMBRAER,2005-12-14,EMB-145XR,1,Fixed Wing Multi-Engine,Turbo-Fan
N171DN,BOEING,1990-06-12,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N171DZ,BOEING,1998-09-14,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N171US,AIRBUS INDUSTRIE,2001-04-10,A321-211,1,Fixed Wing Multi-Engine,Turbo-Jet
N17229,BOEING,1999-06-07,737-824,1,Fixed Wing Multi-Engine,Turbo-Fan
N17231,CANADAIR,1999-07-01,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Jet
N17233,BOEING,1999-07-27,737-824,1,Fixed Wing Multi-Engine,Turbo-Fan
N17244,BOEING,1999-11-03,737-824,1,Fixed Wing Multi-Engine,Turbo-Fan
N17245,BOEING,1999-11-08,737-824,1,Fixed Wing Multi-Engine,Turbo-Fan
N17275,BOMBARDIER INC,1999-12-28,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N172DN,BOEING,1990-06-25,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N172DZ,BOEING,1998-09-25,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N172US,AIRBUS INDUSTRIE,2001-04-24,A321-211,1,Fixed Wing Multi-Engine,Turbo-Jet
N17321,BOEING,2004-02-17,737-3TO,1,Fixed Wing Multi-Engine,Turbo-Jet
N17326,BOEING,2008-06-13,737-3TO,1,Fixed Wing Multi-Engine,Turbo-Jet
N17328,BOEING,1986-08-08,737-3TO,1,Fixed Wing Multi-Engine,Turbo-Jet
N17329,BOEING,2004-07-16,737-3TO,1,Fixed Wing Multi-Engine,Turbo-Jet
N17337,BOMBARDIER INC,2000-07-03,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N17344,BOEING,2007-04-17,737-3TO,1,Fixed Wing Multi-Engine,Turbo-Jet
N17345,BOEING,2007-04-17,737-3TO,1,Fixed Wing Multi-Engine,Turbo-Jet
N17356,BOEING,2004-09-02,737-3TO,1,Fixed Wing Multi-Engine,Turbo-Jet
N17358,BOMBARDIER INC,2000-12-29,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N173AT,BOEING,2005-01-03,737-76N,1,Fixed Wing Multi-Engine,Turbo-Fan
N173DN,BOEING,1990-07-03,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N173DZ,BOEING,1998-11-03,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N173UA,BOEING,2004-08-19,747-422,1,Fixed Wing Multi-Engine,Turbo-Fan
N173US,AIRBUS INDUSTRIE,2001-04-30,A321-211,1,Fixed Wing Multi-Engine,Turbo-Jet
N174AT,BOEING,2005-01-25,737-76N,1,Fixed Wing Multi-Engine,Turbo-Fan
N174DN,BOEING,1990-07-25,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N174DZ,BOEING,1998-11-06,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N174UA,BOEING,1990-01-23,747-422,1,Fixed Wing Multi-Engine,Turbo-Fan
N174US,AIRBUS INDUSTRIE,2001-05-17,A321-211,1,Fixed Wing Multi-Engine,Turbo-Jet
N17507,EMBRAER,2000-10-31,EMB-135ER,1,Fixed Wing Multi-Engine,Turbo-Jet
N17513,EMBRAER,2000-10-31,EMB-135LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N17521,EMBRAER,2001-01-25,EMB-135LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N17524,EMBRAER,2001-03-14,EMB-135LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N17560,EMBRAER,2002-06-20,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N175AT,BOEING,2005-02-03,737-76N,1,Fixed Wing Multi-Engine,Turbo-Fan
N175AW,BOEING,2006-07-05,737-33A,1,Fixed Wing Multi-Engine,Turbo-Fan
N175DN,BOEING,1990-07-27,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N175DZ,BOEING,1999-03-05,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N175UA,BOEING,2006-02-24,747-422,1,Fixed Wing Multi-Engine,Turbo-Fan
N17619,BOEING,1994-10-28,737-524,1,Fixed Wing Multi-Engine,Turbo-Fan
N17620,BOEING,1995-02-21,737-524,1,Fixed Wing Multi-Engine,Turbo-Fan
N17627,BOEING,1995-04-14,737-524,1,Fixed Wing Multi-Engine,Turbo-Fan
N17640,BOEING,1997-08-27,737-524,1,Fixed Wing Multi-Engine,Turbo-Fan
N17644,BOEING,1997-09-30,737-524,1,Fixed Wing Multi-Engine,Turbo-Fan
N17663,BOEING,1998-08-11,737-524,1,Fixed Wing Multi-Engine,Turbo-Fan
N176AT,BOEING,2005-02-18,737-76N,1,Fixed Wing Multi-Engine,Turbo-Fan
N176DN,BOEING,1991-01-08,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N176DZ,BOEING,1999-04-22,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N176UW,AIRBUS INDUSTRIE,2001-05-15,A321-211,1,Fixed Wing Multi-Engine,Turbo-Jet
N17719,BOEING,1999-02-04,737-724,1,Fixed Wing Multi-Engine,Turbo-Jet
N17730,BOEING,1999-09-23,737-724,1,Fixed Wing Multi-Engine,Turbo-Jet
N177DN,BOEING,1991-01-23,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N177DZ,BOEING,1999-05-07,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N177UA,BOEING,2006-03-01,747-422,1,Fixed Wing Multi-Engine,Turbo-Fan
N177US,AIRBUS INDUSTRIE,2001-08-22,A321-211,1,Fixed Wing Multi-Engine,Turbo-Jet
N178DN,BOEING,2007-05-22,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N178DZ,BOEING,2000-05-24,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N178JB,EMBRAER,2005-12-19,ERJ 190-100 IGW,1,Fixed Wing Multi-Engine,Turbo-Fan
N178UA,BOEING,2005-12-27,747-422,1,Fixed Wing Multi-Engine,Turbo-Fan
N178US,AIRBUS INDUSTRIE,2001-06-14,A321-211,1,Fixed Wing Multi-Engine,Turbo-Jet
N17928,EMBRAER,1997-11-29,EMB-145EP,1,Fixed Wing Multi-Engine,Turbo-Jet
N17984,EMBRAER,2000-10-20,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N1799U,DOUGLAS,1986-12-22,DC-9-31,1,Fixed Wing Multi-Engine,Turbo-Jet
N179DN,BOEING,2007-10-10,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N179JB,EMBRAER,2005-09-30,ERJ 190-100 IGW,1,Fixed Wing Multi-Engine,Turbo-Fan
N179UA,BOEING,2006-02-23,747-422,1,Fixed Wing Multi-Engine,Turbo-Fan
N179UW,AIRBUS INDUSTRIE,2005-06-23,A321-211,1,Fixed Wing Multi-Engine,Turbo-Jet
N180DN,BOEING,2007-02-26,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N180UA,BOEING,2006-02-27,747-422,1,Fixed Wing Multi-Engine,Turbo-Fan
N180US,AIRBUS INDUSTRIE,2005-06-22,A321-211,1,Fixed Wing Multi-Engine,Turbo-Jet
N18101,EMBRAER,2003-06-26,EMB-145XR,1,Fixed Wing Multi-Engine,Turbo-Fan
N18102,EMBRAER,2003-06-24,EMB-145XR,1,Fixed Wing Multi-Engine,Turbo-Fan
N18112,BOEING,1995-02-02,757-224,1,Fixed Wing Multi-Engine,Turbo-Jet
N18114,EMBRAER,2003-06-26,EMB-145XR,1,Fixed Wing Multi-Engine,Turbo-Fan
N18119,BOEING,1997-05-14,757-224,1,Fixed Wing Multi-Engine,Turbo-Jet
N18120,EMBRAER,2003-01-15,EMB-145XR,1,Fixed Wing Multi-Engine,Turbo-Fan
N181DN,BOEING,2007-02-07,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N181UA,BOEING,2006-02-22,747-422,1,Fixed Wing Multi-Engine,Turbo-Fan
N181UW,AIRBUS INDUSTRIE,2005-06-22,A321-211,1,Fixed Wing Multi-Engine,Turbo-Jet
N18220,BOEING,1998-11-06,737-824,1,Fixed Wing Multi-Engine,Turbo-Fan
N18223,BOEING,1998-12-18,737-824,1,Fixed Wing Multi-Engine,Turbo-Fan
N18243,BOEING,1999-10-27,737-824,1,Fixed Wing Multi-Engine,Turbo-Fan
N182DN,BOEING,1992-11-10,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N182UA,BOEING,1991-10-25,747-422,1,Fixed Wing Multi-Engine,Turbo-Fan
N182UW,AIRBUS INDUSTRIE,2005-06-22,A321-211,1,Fixed Wing Multi-Engine,Turbo-Jet
N18350,BOEING,2006-07-18,737-3TO,1,Fixed Wing Multi-Engine,Turbo-Jet
N183DN,BOEING,1993-05-03,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N183JB,EMBRAER,2005-09-13,ERJ 190-100 IGW,1,Fixed Wing Multi-Engine,Turbo-Fan
N183UW,AIRBUS INDUSTRIE,2005-06-22,A321-211,1,Fixed Wing Multi-Engine,Turbo-Jet
N184AT,BOEING,2005-03-24,737-76N,1,Fixed Wing Multi-Engine,Turbo-Fan
N184DN,BOEING,2004-12-20,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N184JB,EMBRAER,2005-10-24,ERJ 190-100 IGW,1,Fixed Wing Multi-Engine,Turbo-Fan
N184US,AIRBUS INDUSTRIE,2002-01-31,A321-211,1,Fixed Wing Multi-Engine,Turbo-Jet
N18556,EMBRAER,2002-05-30,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N18557,EMBRAER,2002-05-30,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N185DN,BOEING,1995-05-03,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N185UW,AIRBUS INDUSTRIE,2002-01-30,A321-211,1,Fixed Wing Multi-Engine,Turbo-Jet
N18611,BOEING,1994-06-15,737-524,1,Fixed Wing Multi-Engine,Turbo-Fan
N18622,BOEING,1994-12-09,737-524,1,Fixed Wing Multi-Engine,Turbo-Fan
N18658,BOEING,1998-06-26,737-524,1,Fixed Wing Multi-Engine,Turbo-Fan
N186DN,BOEING,1995-07-07,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N186US,AIRBUS,2002-03-25,A321-211,1,Fixed Wing Multi-Engine,Turbo-Jet
N187DN,BOEING,1996-06-20,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N187JB,EMBRAER,2005-11-09,ERJ 190-100 IGW,1,Fixed Wing Multi-Engine,Turbo-Fan
N187UA,BOEING,1992-09-29,747-422,1,Fixed Wing Multi-Engine,Turbo-Fan
N187US,AIRBUS,2002-03-27,A321-211,1,Fixed Wing Multi-Engine,Turbo-Jet
N188DN,BOEING,1996-10-18,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N188US,AIRBUS,2002-04-25,A321-211,1,Fixed Wing Multi-Engine,Turbo-Jet
N18982,EMBRAER,2000-10-20,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N189DN,BOEING,1997-02-14,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N189UW,AIRBUS INDUSTRIE,2001-02-08,A321-211,1,Fixed Wing Multi-Engine,Turbo-Jet
N190DN,BOEING,1997-03-27,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N190JB,EMBRAER,2005-11-30,ERJ 190-100 IGW,1,Fixed Wing Multi-Engine,Turbo-Fan
N190UW,AIRBUS INDUSTRIE,2001-03-05,A321-211,1,Fixed Wing Multi-Engine,Turbo-Jet
N19117,BOEING,1996-04-25,757-224,1,Fixed Wing Multi-Engine,Turbo-Jet
N19130,BOEING,1998-05-08,757-224,1,Fixed Wing Multi-Engine,Turbo-Jet
N19136,BOEING,1999-03-22,757-224,1,Fixed Wing Multi-Engine,Turbo-Jet
N19141,BOEING,2000-07-03,757-224,1,Fixed Wing Multi-Engine,Turbo-Jet
N191DN,BOEING,1997-04-10,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N191UW,AIRBUS INDUSTRIE,2001-03-16,A321-211,1,Fixed Wing Multi-Engine,Turbo-Jet
N192DN,BOEING,1997-06-27,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N192JB,EMBRAER,2005-12-15,ERJ 190-100 IGW,1,Fixed Wing Multi-Engine,Turbo-Fan
N192UW,AIRBUS INDUSTRIE,2001-05-22,A321-211,1,Fixed Wing Multi-Engine,Turbo-Jet
N19357,BOEING,2001-03-22,737-3TO,1,Fixed Wing Multi-Engine,Turbo-Jet
N193DN,BOEING,1997-08-22,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N193JB,EMBRAER,2006-01-05,ERJ 190-100 IGW,1,Fixed Wing Multi-Engine,Turbo-Fan
N194DN,BOEING,1997-10-02,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
